District Name,Mandal Name,School code,School Name,Enrol,"Now
proposed to
release 100%
amount","General
component
(2202-01-001-15-05-500-503)","SC
component
(2202-01-789-15-05-500-503)","ST
component
(2202-01-796-15-05-500-503)"
ADILABAD,ADILABAD (RURAL),36010800101,MPUPS JAMDAPUR,63,25000,18000,4250,2750
ADILABAD,ADILABAD (RURAL),36010800401,MPPS POCHARA,70,25000,18000,4250,2750
ADILABAD,ADILABAD (RURAL),36010800402,ZPHS POCHARA,138,50000,36000,8500,5500
ADILABAD,ADILABAD (RURAL),36010800601,MPPS RAMPOOR(P),41,25000,18000,4250,2750
ADILABAD,ADILABAD (RURAL),36010800701,MPPS BHEEMSERI,80,25000,18000,4250,2750
ADILABAD,ADILABAD (RURAL),36010800702,ZPHS BHEEMSERI,115,50000,36000,8500,5500
ADILABAD,ADILABAD (RURAL),36010800801,MPPS CHANDA,161,50000,36000,8500,5500
ADILABAD,ADILABAD (RURAL),36010800802,ZPHS CHANDA,138,50000,36000,8500,5500
ADILABAD,ADILABAD (RURAL),36010801001,MPPS LANDASANGVI,93,25000,18000,4250,2750
ADILABAD,ADILABAD (RURAL),36010801003,ZPHS LANDASANGVI,74,25000,18000,4250,2750
ADILABAD,ADILABAD (RURAL),36010801201,MPPS ARLI (B),49,25000,18000,4250,2750
ADILABAD,ADILABAD (RURAL),36010801402,MPPS SHIVAGHAT,13,10000,7200,1700,1100
ADILABAD,ADILABAD (RURAL),36010801701,MPPS YAPALGUDA,308,75000,54000,12750,8250
ADILABAD,ADILABAD (RURAL),36010801702,MPPS KOTHA GUDA,38,25000,18000,4250,2750
ADILABAD,ADILABAD (RURAL),36010801704,TWPS MATHADIGUDA,21,10000,7200,1700,1100
ADILABAD,ADILABAD (RURAL),36010801901,TWPS CHITYALBORI,19,10000,7200,1700,1100
ADILABAD,ADILABAD (RURAL),36010801902,MPUPS KACHKANTI,87,25000,18000,4250,2750
ADILABAD,ADILABAD (RURAL),36010802003,MPUPS TANTOLI,95,25000,18000,4250,2750
ADILABAD,ADILABAD (RURAL),36010802201,TWPS BHURNOOR,18,10000,7200,1700,1100
ADILABAD,ADILABAD (RURAL),36010802302,MPUPS LOKARI,52,25000,18000,4250,2750
ADILABAD,ADILABAD (RURAL),36010802401,MPPS ANKOLI,172,50000,36000,8500,5500
ADILABAD,ADILABAD (RURAL),36010802404,ZPHS ANKOLI,294,75000,54000,12750,8250
ADILABAD,ADILABAD (RURAL),36010802608,TW ASHRAM HIGH SCHOOL BOYS CHINCHUGHAT,155,50000,36000,8500,5500
ADILABAD,ADILABAD (RURAL),36010802611,MPPS K B COLONY,11,10000,7200,1700,1100
ADILABAD,ADILABAD (RURAL),36010802613,MPPS MALEBORIGAON,16,10000,7200,1700,1100
ADILABAD,ADILABAD (RURAL),36010802614,MPPS ANKAPOOR,35,25000,18000,4250,2750
ADILABAD,ADILABAD (RURAL),36010802618,TWPS NEW CHINCHUGHAT,56,25000,18000,4250,2750
ADILABAD,ADILABAD (RURAL),36010802801,TWPS ASODA,16,10000,7200,1700,1100
ADILABAD,ADILABAD (RURAL),36010802901,TWPS DARLODDY P,11,10000,7200,1700,1100
ADILABAD,ADILABAD (RURAL),36010802902,TWPS LINGIGUDA,14,10000,7200,1700,1100
ADILABAD,ADILABAD (RURAL),36010802904,TWPS DHAHIGUDA,11,10000,7200,1700,1100
ADILABAD,ADILABAD (RURAL),36010802905,MPUPS PIPPALDHARI,51,25000,18000,4250,2750
ADILABAD,ADILABAD (RURAL),36010802906,TWPS BOPPAPUR,12,10000,7200,1700,1100
ADILABAD,ADILABAD (RURAL),36010803002,TWPS WANWAT,20,10000,7200,1700,1100
ADILABAD,ADILABAD (RURAL),36010803006,TW ASHRAM HIGH SCHOOL GIRLS MAMDIGUDA,349,75000,54000,12750,8250
ADILABAD,ADILABAD (RURAL),36010803007,TWUPS MAMDIGUDA,69,25000,18000,4250,2750
ADILABAD,ADILABAD (RURAL),36010803008,TW ASHRAM HIGH SCHOOL WANWAT,211,50000,36000,8500,5500
ADILABAD,ADILABAD (RURAL),36010803201,TWPS POTHAGUDA,103,50000,36000,8500,5500
ADILABAD,ADILABAD (RURAL),36010803207,MPPS KHANDALA(U),34,25000,18000,4250,2750
ADILABAD,ADILABAD (RURAL),36010803208,MPPS LOHARA,63,25000,18000,4250,2750
ADILABAD,ADILABAD (RURAL),36010803701,TWPS ALLIKORI,18,10000,7200,1700,1100
ADILABAD,ADILABAD (RURAL),36010803703,TWPS KHANAPOOR,12,10000,7200,1700,1100
ADILABAD,ADILABAD (RURAL),36010803704,TW ASHRAM HIGH SCHOOL KHANAPOOR,195,50000,36000,8500,5500
ADILABAD,ADILABAD (RURAL),36010803706,MPPS HATHIGUTTA,15,10000,7200,1700,1100
ADILABAD,ADILABAD (RURAL),36010803707,TWPS BORINGGUDA,18,10000,7200,1700,1100
ADILABAD,ADILABAD (RURAL),36010803709,MPPS TIPPA,15,10000,7200,1700,1100
ADILABAD,ADILABAD (RURAL),36014102368,TWPS MAMIDIKHORI,12,10000,7200,1700,1100
ADILABAD,ADILABAD (URBAN),36010801802,MPUPS ANUKUNTA,47,25000,18000,4250,2750
ADILABAD,ADILABAD (URBAN),36010801805,MPPS BANGARIGUDA ANUKUNTA,166,50000,36000,8500,5500
ADILABAD,ADILABAD (URBAN),36010801807,TGMS BANGARIGUDA ADILABAD,712,75000,54000,12750,8250
ADILABAD,ADILABAD (URBAN),36010801808,MPPS BANGARIGUDA (UM),115,50000,36000,8500,5500
ADILABAD,ADILABAD (URBAN),36010900101,GOVT. PS BALAK MANDIR,148,50000,36000,8500,5500
ADILABAD,ADILABAD (URBAN),36010900105,GOVT UPS KHANAPUR STREET (UM),296,75000,54000,12750,8250
ADILABAD,ADILABAD (URBAN),36010900106,GOVT PS CHILUKURI LAXMINAGAR (UM),101,50000,36000,8500,5500
ADILABAD,ADILABAD (URBAN),36010900110,GOVT. PS KOLIPURA,42,25000,18000,4250,2750
ADILABAD,ADILABAD (URBAN),36010900111,GOVT. HS KOLIPURA,63,25000,18000,4250,2750
ADILABAD,ADILABAD (URBAN),36010900201,MPPS SUNDARAIAH NAGAR,64,25000,18000,4250,2750
ADILABAD,ADILABAD (URBAN),36010900202,MPPS RIKSHA COLONY,20,10000,7200,1700,1100
ADILABAD,ADILABAD (URBAN),36010900203,GOVT. PS HAMEED PURA,161,50000,36000,8500,5500
ADILABAD,ADILABAD (URBAN),36010900204,GOVT. PS PANJESHA,17,10000,7200,1700,1100
ADILABAD,ADILABAD (URBAN),36010900205,GOVT. PS VENKATRAO PET,26,10000,7200,1700,1100
ADILABAD,ADILABAD (URBAN),36010900206,GOVT. PS QURSHEED NAGAR,35,25000,18000,4250,2750
ADILABAD,ADILABAD (URBAN),36010900207,GOVT. PS HAMALIWADA,129,50000,36000,8500,5500
ADILABAD,ADILABAD (URBAN),36010900208,MPPS RANADIVENAGAR,254,75000,54000,12750,8250
ADILABAD,ADILABAD (URBAN),36010900209,GOVT UPS LAXMI NAGAR HM,140,50000,36000,8500,5500
ADILABAD,ADILABAD (URBAN),36010900210,GOVT. PS VIDYA NAGAR,110,50000,36000,8500,5500
ADILABAD,ADILABAD (URBAN),36010900211,GOVT. PS SHANTHI NAGAR,39,25000,18000,4250,2750
ADILABAD,ADILABAD (URBAN),36010900212,GOVT PS TIRPALLY HM,76,25000,18000,4250,2750
ADILABAD,ADILABAD (URBAN),36010900213,GOVT PS KRANTHI NAGAR (UM),60,25000,18000,4250,2750
ADILABAD,ADILABAD (URBAN),36010900214,GOVT PS RPL (TM),127,50000,36000,8500,5500
ADILABAD,ADILABAD (URBAN),36010900215,GOVT. PS MAHALAXMIWADA,182,50000,36000,8500,5500
ADILABAD,ADILABAD (URBAN),36010900216,GOVT. PS BHUKTAPUR,23,10000,7200,1700,1100
ADILABAD,ADILABAD (URBAN),36010900236,GOVT UPS QURSHIDNAGAR (UM),152,50000,36000,8500,5500
ADILABAD,ADILABAD (URBAN),36010900241,GOVT. UPS BRAHMAN WADA,160,50000,36000,8500,5500
ADILABAD,ADILABAD (URBAN),36010900242,GOVT. UPS NGOS,182,50000,36000,8500,5500
ADILABAD,ADILABAD (URBAN),36010900243,GOVT. UPS KHANAPUR STREET,203,50000,36000,8500,5500
ADILABAD,ADILABAD (URBAN),36010900246,GOVT. PS QUILLA,122,50000,36000,8500,5500
ADILABAD,ADILABAD (URBAN),36010900247,GOVT. PS THATIGUDA,66,25000,18000,4250,2750
ADILABAD,ADILABAD (URBAN),36010900248,GOVT. UPS OLD BUS STATION,99,25000,18000,4250,2750
ADILABAD,ADILABAD (URBAN),36010900250,GOVT. UPS BHUKTAPUR,116,50000,36000,8500,5500
ADILABAD,ADILABAD (URBAN),36010900266,GOVT PS RPL (UM),77,25000,18000,4250,2750
ADILABAD,ADILABAD (URBAN),36010900268,GOVT. HS RPL,280,75000,54000,12750,8250
ADILABAD,ADILABAD (URBAN),36010900269,GOVT. HS MAHALAXMIWADA,357,75000,54000,12750,8250
ADILABAD,ADILABAD (URBAN),36010900271,GOVT. HS NO.2 BOKKALGUDA,339,75000,54000,12750,8250
ADILABAD,ADILABAD (URBAN),36010900272,GOVT. HS GIRLS BHUKTAPUR,611,75000,54000,12750,8250
ADILABAD,ADILABAD (URBAN),36010900273,GOVT. HS HINDI,77,25000,18000,4250,2750
ADILABAD,ADILABAD (URBAN),36010900275,TW ASHRAM HIGH SCHOOL GIRLS BHUKTAPUR,398,75000,54000,12750,8250
ADILABAD,ADILABAD (URBAN),36010900276,TW ASHRAM HIGH SCHOOL BOYS WARD -19,484,75000,54000,12750,8250
ADILABAD,ADILABAD (URBAN),36010900297,GOVT PS TATIGUDA (UM),54,25000,18000,4250,2750
ADILABAD,ADILABAD (URBAN),36010900298,GOVT. HS TATIGUDA,102,50000,36000,8500,5500
ADILABAD,ADILABAD (URBAN),36010900299,KGBV ADILABAD (Rural),361,75000,54000,12750,8250
ADILABAD,ADILABAD (URBAN),36010990201,MPPS GANDHI NAGAR,102,50000,36000,8500,5500
ADILABAD,ADILABAD (URBAN),36010990219,GOVT. JUNIOR COLLEGE (GIRLS) ADILABAD,769,75000,54000,12750,8250
ADILABAD,ADILABAD (URBAN),36010990310,GOVT. HS QUILLA,287,75000,54000,12750,8250
ADILABAD,ADILABAD (URBAN),36010990315,"GOVT. JUNIOR COLLEGE (BOYS), ADILABAD",1157,100000,72000,17000,11000
ADILABAD,ADILABAD (URBAN),36010990321,KGBV ADILABAD,367,75000,54000,12750,8250
ADILABAD,ADILABAD (URBAN),36010990325,ZPHS RANADIVENAGAR,351,75000,54000,12750,8250
ADILABAD,ADILABAD (URBAN),36010990330,"GOVT SPORTS SCHOOL, SHANTI NAGAR, ADILABAD",184,50000,36000,8500,5500
ADILABAD,ADILABAD (URBAN),36011000101,MPPS H B COLONY,76,25000,18000,4250,2750
ADILABAD,ADILABAD (URBAN),36011000109,MPPS KB COLONY,87,25000,18000,4250,2750
ADILABAD,ADILABAD (URBAN),36011000206,MPUPS KRK COLONY (TM),348,75000,54000,12750,8250
ADILABAD,ADILABAD (URBAN),36011000211,MPUPS KRK COLONY (UM),353,75000,54000,12750,8250
ADILABAD,ADILABAD (URBAN),36011000232,MPUPS RAMNAGAR,93,25000,18000,4250,2750
ADILABAD,ADILABAD (URBAN),36011000233,MPPS DURGANAGAR,94,25000,18000,4250,2750
ADILABAD,ADILABAD (URBAN),36011000234,MPPS SUBHASH NAGAR,32,25000,18000,4250,2750
ADILABAD,ADILABAD (URBAN),36011000236,MPPS SARASWATHI NAGAR,102,50000,36000,8500,5500
ADILABAD,ADILABAD (URBAN),36011000237,MPPS SHAD NAGAR,17,10000,7200,1700,1100
ADILABAD,ADILABAD (URBAN),36011000239,MPUPS SUBHASH NAGAR,131,50000,36000,8500,5500
ADILABAD,ADILABAD (URBAN),36011000242,ZPHS RAM NAGAR,170,50000,36000,8500,5500
ADILABAD,ADILABAD (URBAN),36011000243,ZPHS SARASWATHI NAGAR,190,50000,36000,8500,5500
ADILABAD,ADILABAD (URBAN),36011000244,MPPS RAMNAGAR,98,25000,18000,4250,2750
ADILABAD,ADILABAD (URBAN),36011000245,MPPS PITTALAWADA,73,25000,18000,4250,2750
ADILABAD,ADILABAD (URBAN),36011000250,MPPS DASNAPUR,59,25000,18000,4250,2750
ADILABAD,ADILABAD (URBAN),36011000251,MPPS BALAJI NAGAR,41,25000,18000,4250,2750
ADILABAD,ADILABAD (URBAN),36011000255,MPPS PITTALWADA,43,25000,18000,4250,2750
ADILABAD,ADILABAD (URBAN),36014101478,KGBV MAVALA,127,50000,36000,8500,5500
ADILABAD,BAZARHATHNOOR,36011300201,TWPS DEDRA,16,10000,7200,1700,1100
ADILABAD,BAZARHATHNOOR,36011300202,TWPS GIRJAI,12,10000,7200,1700,1100
ADILABAD,BAZARHATHNOOR,36011300301,TWPS BHUTAI K,20,10000,7200,1700,1100
ADILABAD,BAZARHATHNOOR,36011300302,MPPS BHUTAI,124,50000,36000,8500,5500
ADILABAD,BAZARHATHNOOR,36011300303,ZPHS BHUTAI,85,25000,18000,4250,2750
ADILABAD,BAZARHATHNOOR,36011300501,TWPS GOKONDA,33,25000,18000,4250,2750
ADILABAD,BAZARHATHNOOR,36011300502,MPUPS BURKAPALLE,65,25000,18000,4250,2750
ADILABAD,BAZARHATHNOOR,36011300601,MPPS YESAPUR,32,25000,18000,4250,2750
ADILABAD,BAZARHATHNOOR,36011300701,MPPS MORKHANDI,33,25000,18000,4250,2750
ADILABAD,BAZARHATHNOOR,36011300702,TWPS UPPER PALLE,11,10000,7200,1700,1100
ADILABAD,BAZARHATHNOOR,36011300703,TWPS GULAB TANDA,31,25000,18000,4250,2750
ADILABAD,BAZARHATHNOOR,36011300801,MPPS HARKAI,31,25000,18000,4250,2750
ADILABAD,BAZARHATHNOOR,36011301001,MPUPS KINNERPALLE,33,25000,18000,4250,2750
ADILABAD,BAZARHATHNOOR,36011301101,MPUPS DIGNOOR,57,25000,18000,4250,2750
ADILABAD,BAZARHATHNOOR,36011301301,MPPS GANGAPUR,24,10000,7200,1700,1100
ADILABAD,BAZARHATHNOOR,36011301302,TWPS RAMPUR,25,10000,7200,1700,1100
ADILABAD,BAZARHATHNOOR,36011301401,MPPS SALEGUDA,33,25000,18000,4250,2750
ADILABAD,BAZARHATHNOOR,36011301402,MPPS CHINUMIYA TANDA,21,10000,7200,1700,1100
ADILABAD,BAZARHATHNOOR,36011301403,MPUPS TEMBI,34,25000,18000,4250,2750
ADILABAD,BAZARHATHNOOR,36011301404,MPPS NEW ANANTAPUR,21,10000,7200,1700,1100
ADILABAD,BAZARHATHNOOR,36011301405,MPPS RATHANGUDA,16,10000,7200,1700,1100
ADILABAD,BAZARHATHNOOR,36011301501,MPPS DARAMPURI,21,10000,7200,1700,1100
ADILABAD,BAZARHATHNOOR,36011301601,MPPS BHOSRA,35,25000,18000,4250,2750
ADILABAD,BAZARHATHNOOR,36011301602,TWPS JALLUGUDA,11,10000,7200,1700,1100
ADILABAD,BAZARHATHNOOR,36011301603,TWPS SONERAO GUDA,22,10000,7200,1700,1100
ADILABAD,BAZARHATHNOOR,36011301702,MPPS SARPANCH GUDA,50,25000,18000,4250,2750
ADILABAD,BAZARHATHNOOR,36011301704,ZPHS DEHGAON,127,50000,36000,8500,5500
ADILABAD,BAZARHATHNOOR,36011301706,MPPS DHEGAON,11,10000,7200,1700,1100
ADILABAD,BAZARHATHNOOR,36011301801,MPPS CHINTAL SANGVI,21,10000,7200,1700,1100
ADILABAD,BAZARHATHNOOR,36011301802,TWPS MADA GUDA,11,10000,7200,1700,1100
ADILABAD,BAZARHATHNOOR,36011301804,TW ASHRAM HIGH SCHOOL GIRLS MADAGUDA,301,75000,54000,12750,8250
ADILABAD,BAZARHATHNOOR,36011301901,MPPS BHUTAI B,34,25000,18000,4250,2750
ADILABAD,BAZARHATHNOOR,36011301902,TWPS KOLAM GUDA,16,10000,7200,1700,1100
ADILABAD,BAZARHATHNOOR,36011302001,TWPS MANKAPUR P,29,10000,7200,1700,1100
ADILABAD,BAZARHATHNOOR,36011302101,TWPS JATARLA,16,10000,7200,1700,1100
ADILABAD,BAZARHATHNOOR,36011302102,TWPS ANDHGUDA,17,10000,7200,1700,1100
ADILABAD,BAZARHATHNOOR,36011302105,TWPS KOTHA GUDA,20,10000,7200,1700,1100
ADILABAD,BAZARHATHNOOR,36011302107,TW ASHRAM HIGH SCHOOL JATARLA,202,50000,36000,8500,5500
ADILABAD,BAZARHATHNOOR,36011302201,MPPS BAZARHATHNUR (JAWAHAR NAGAR),40,25000,18000,4250,2750
ADILABAD,BAZARHATHNOOR,36011302203,MPPS BAZARHATHNUR,121,50000,36000,8500,5500
ADILABAD,BAZARHATHNOOR,36011302204,ZPHS BAZARHATHNUR,264,75000,54000,12750,8250
ADILABAD,BAZARHATHNOOR,36011302207,KGBV BAZARHATHNOOR,144,50000,36000,8500,5500
ADILABAD,BAZARHATHNOOR,36011302209,GOVT. JUNIOR COLLEGE BAZARHATHNOOR,377,75000,54000,12750,8250
ADILABAD,BAZARHATHNOOR,36011302211,TW ASHRAM HIGH SCHOOL BAZARHATHNOOR,273,75000,54000,12750,8250
ADILABAD,BAZARHATHNOOR,36011302301,MPPS KOLHARI,46,25000,18000,4250,2750
ADILABAD,BAZARHATHNOOR,36011302601,MPUPS GIRNUR,90,25000,18000,4250,2750
ADILABAD,BAZARHATHNOOR,36011302701,MPPS PIPRI,68,25000,18000,4250,2750
ADILABAD,BAZARHATHNOOR,36011302702,ZPHS PIPRI,58,25000,18000,4250,2750
ADILABAD,BAZARHATHNOOR,36011302801,MPPS KANDLI,12,10000,7200,1700,1100
ADILABAD,BAZARHATHNOOR,36011303101,MPPS WARTHAMANOOR,35,25000,18000,4250,2750
ADILABAD,BELA,36010300201,MPPS SANGDI (OLD),111,50000,36000,8500,5500
ADILABAD,BELA,36010300203,ZPHS SANGIDI,172,50000,36000,8500,5500
ADILABAD,BELA,36010300301,MPUPS BHEDODA,70,25000,18000,4250,2750
ADILABAD,BELA,36010300401,MPPS GUDA,22,10000,7200,1700,1100
ADILABAD,BELA,36010300501,MPPS KAMGARPUR,11,10000,7200,1700,1100
ADILABAD,BELA,36010300701,MPPS KHOGDUR,43,25000,18000,4250,2750
ADILABAD,BELA,36010300702,ZPHS KHOGDUR,18,10000,7200,1700,1100
ADILABAD,BELA,36010300801,MPPS MANGROOD,16,10000,7200,1700,1100
ADILABAD,BELA,36010300802,TWPS MANGROOD,27,10000,7200,1700,1100
ADILABAD,BELA,36010301002,MPUPS KOBHAI,74,25000,18000,4250,2750
ADILABAD,BELA,36010301201,MPPS (UM) DAHEGOAN,15,10000,7200,1700,1100
ADILABAD,BELA,36010301202,MPUPS DAHEGOAN (MM),53,25000,18000,4250,2750
ADILABAD,BELA,36010301401,MPPS KAPSI-B,22,10000,7200,1700,1100
ADILABAD,BELA,36010301501,MPPS SHAMSHABAD,22,10000,7200,1700,1100
ADILABAD,BELA,36010301601,MPPS AWALPUR,45,25000,18000,4250,2750
ADILABAD,BELA,36010301701,MPPS SIRSANNA,81,25000,18000,4250,2750
ADILABAD,BELA,36010301702,ZPHS SIRSANNA,156,50000,36000,8500,5500
ADILABAD,BELA,36010301901,MPPS TAKLI,41,25000,18000,4250,2750
ADILABAD,BELA,36010302001,MPUPS DHOPTALA,33,25000,18000,4250,2750
ADILABAD,BELA,36010302103,MPPS ASHOK NAGAR,22,10000,7200,1700,1100
ADILABAD,BELA,36010302104,MPPS BELA (TM),140,50000,36000,8500,5500
ADILABAD,BELA,36010302107,TW ASHRAM HIGH SCHOOL (BOYS) BELA,277,75000,54000,12750,8250
ADILABAD,BELA,36010302109,MPUPS BELA (UM),98,25000,18000,4250,2750
ADILABAD,BELA,36010302113,KGBV BELA,338,75000,54000,12750,8250
ADILABAD,BELA,36010302114,"GOVT. JRC, BELA",485,75000,54000,12750,8250
ADILABAD,BELA,36010302401,MPUPS PATAN,49,25000,18000,4250,2750
ADILABAD,BELA,36010302602,MPUPS PONNALA,64,25000,18000,4250,2750
ADILABAD,BELA,36010302702,TWPS BHAVANIGUDA-C,12,10000,7200,1700,1100
ADILABAD,BELA,36010302705,TW ASHRAM HIGH SCHOOL CHANDPALLE,129,50000,36000,8500,5500
ADILABAD,BELA,36010302801,MPPS GONDGUDA(C),101,50000,36000,8500,5500
ADILABAD,BELA,36010302802,MPPS CHAPRALA,43,25000,18000,4250,2750
ADILABAD,BELA,36010302804,ZPHS CHAPRALA,107,50000,36000,8500,5500
ADILABAD,BELA,36010302901,MPPS WARUR,25,10000,7200,1700,1100
ADILABAD,BELA,36010303001,MPPS JUNONI,26,10000,7200,1700,1100
ADILABAD,BELA,36010303102,TWPS HASNAPUR,20,10000,7200,1700,1100
ADILABAD,BELA,36010303302,MPUPS MASALA.B,55,25000,18000,4250,2750
ADILABAD,BELA,36010303401,MPPS HETI,17,10000,7200,1700,1100
ADILABAD,BELA,36010303402,MPPS DUBBAGUDEM(M),28,10000,7200,1700,1100
ADILABAD,BELA,36010303404,MPUPS BHADI,108,50000,36000,8500,5500
ADILABAD,BELA,36010303501,MPPS MASALA(K),14,10000,7200,1700,1100
ADILABAD,BELA,36010304201,TWPS POHAR,13,10000,7200,1700,1100
ADILABAD,BELA,36010304301,MPPS KARONI(B),31,25000,18000,4250,2750
ADILABAD,BELA,36010304501,TWPS SONKHAS,24,10000,7200,1700,1100
ADILABAD,BELA,36010304502,MPUPS SONKHAS,74,25000,18000,4250,2750
ADILABAD,BELA,36010304601,MPPS GANESHPUR,24,10000,7200,1700,1100
ADILABAD,BELA,36010304701,MPPS PITGOAN (L),33,25000,18000,4250,2750
ADILABAD,BHEEMPOOR,36010100101,MPPS RAJULA WADI,23,10000,7200,1700,1100
ADILABAD,BHEEMPOOR,36010100102,TWPS TEKADIRAMPOOR,15,10000,7200,1700,1100
ADILABAD,BHEEMPOOR,36010100105,MPPS KARANJI (T),123,50000,36000,8500,5500
ADILABAD,BHEEMPOOR,36010100106,ZPHS KARANJI (T),152,50000,36000,8500,5500
ADILABAD,BHEEMPOOR,36010100201,MPUPS GUBDI,25,10000,7200,1700,1100
ADILABAD,BHEEMPOOR,36010100303,MPUPS GOMUTRI,64,25000,18000,4250,2750
ADILABAD,BHEEMPOOR,36010100401,MPUPS ANTARGAON,48,25000,18000,4250,2750
ADILABAD,BHEEMPOOR,36010100501,MPPS ARLI(T),177,50000,36000,8500,5500
ADILABAD,BHEEMPOOR,36010100502,MPPS BHAGWANPUR,13,10000,7200,1700,1100
ADILABAD,BHEEMPOOR,36010100504,ZPHS ARLI(T),224,50000,36000,8500,5500
ADILABAD,BHEEMPOOR,36010100507,MPPS MANDHAPALLY,12,10000,7200,1700,1100
ADILABAD,BHEEMPOOR,36010100602,MPUPS WADOOR,65,25000,18000,4250,2750
ADILABAD,BHEEMPOOR,36010100701,MPUPS DHANORA,101,50000,36000,8500,5500
ADILABAD,BHEEMPOOR,36010100801,MPPS KAMATWADA,12,10000,7200,1700,1100
ADILABAD,BHEEMPOOR,36010100901,MPPS GONA,20,10000,7200,1700,1100
ADILABAD,BHEEMPOOR,36010101001,MPPS GUNJALA,62,25000,18000,4250,2750
ADILABAD,BHEEMPOOR,36010101101,MPPS GOLLAGHAT,25,10000,7200,1700,1100
ADILABAD,BHEEMPOOR,36010101201,MPUPS TAMSI(K),77,25000,18000,4250,2750
ADILABAD,BHEEMPOOR,36010101401,MPPS DABBAKUCHI,26,10000,7200,1700,1100
